Customer_ID,Nationality,customer_age,attitude_business_stability_environment,attitude_closure_concerned,compliance_income_tax,underinsurance_perception,insurance_unaffordability_perception,gross_income,operating_expense,business_sales,years_in_operation,"automotive_insurance
",mobile_wallet_access,current_problem_cash_flow,liquidity_constraint,Gender,extends_customer_credit,success_contentment,credit_card_ownership,financial_tracking,business_insurability_doubt,insurance_necessity_attitude,has_insurance,funding_access_barrier,referral_marketing,active_loan_holder,has_internet_banking,has_debit_card,inventory_shrinkage_risk,business_age_months,medical_insurance,funeral_insurance,uses_friends_family_savings,uses_informal_lender
ID_35HCK1,Uganda,25,Yes,Yes,No,Don't know,Yes,25,1200,2400,2,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_O4KVFF,Ghana,36,No,No,No,No,No,12000,5700,20000,3,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,Never had,Never had,Have now,,0,Never had,Never had,Never had,Never had
ID_VINXRC,Uganda,30,No,Yes,No,No,Yes,90,600,1800,6,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,Yes,2,Have now,Have now,,
ID_JCDGGH,DRC,23,Yes,No,No,Don't know,Yes,200,150,50,0,Never had,,,,,,,,,,,,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_XQJ7DP,Ghana,59,Yes,No,No,No,Yes,8300,21000,28000,13,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_IQ7ZJ3,Ghana,41,Yes,No,No,No,Yes,3000,4000,9000,1,Never had,Have now,Yes,No,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Have now,Have now,,5,Never had,Never had,Never had,Never had
ID_B98DS0,Kenya,37,Don’t know or N/A,No,Yes,No,Yes,6000000,3000000,400500,4,,Have now,Yes,No,Male,"Yes, sometimes",Yes,Have now,Yes,No,Yes,No,No,No,Never had,Have now,Have now,No,,,,,
ID_N8EZP7,Ghana,25,Yes,No,No,No,Yes,5000,4500,6500,0,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Have now,,6,Never had,Never had,Never had,Never had
ID_PJB8ZE,Kenya,40,Yes,Yes,No,No,No,300000,200000,500000,3,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,No,No,Never had,Never had,Have now,Yes,,,,,
ID_6P9I7S,Uganda,63,No,Yes,Don’t know,Don't know,Don't know,150,960,1800,7,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,,,,,,No,5,Never had,Never had,,
ID_TCP01V,Kenya,47,Don’t know or N/A,Yes,No,Don't know,Don't know,300000,50000,80000,18,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_04YPRP,DRC,40,Yes,Yes,No,No,Yes,4000,200,400,1,Never had,Have now,,,,,,,,,,,Yes,,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_146DZF,Kenya,24,Yes,Don’t know or N/A,No,No,No,84000,400000,700000,4,,Never had,Yes,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_FUB4RC,Kenya,30,Don’t know or N/A,No,No,Yes,No,1200000,250000,80000,9,Never had,Have now,No,Yes,Female,"Yes, sometimes",No,Have now,Yes,Yes,Yes,Yes,Yes,No,Never had,Never had,Have now,No,,Have now,Never had,Have now,Never had
ID_ACPT57,Uganda,41,Yes,No,No,Yes,Yes,150,9000,18000,3,Never had,,,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,4,Used to have but don't have now,Have now,,
ID_TF07GB,Ghana,57,No,No,No,Yes,Yes,1000,8000,14000,34,Never had,Have now,Yes,Yes,Male,"Yes, always",No,Never had,No,No,Yes,No,Yes,,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_GDYE01,Uganda,26,Yes,Yes,No,No,Yes,200,1200,2400,0,Never had,Have now,,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,No,No,,,,,,No,10,Never had,Never had,,
ID_PJPF24,Ghana,29,Yes,Yes,Yes,No,Yes,18000,10000,18000,5,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_37546F,Uganda,39,Yes,No,Yes,No,No,,,,2,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,,,,,,Yes,2,Never had,Never had,,
ID_K83TQL,Ghana,51,Yes,Yes,No,Yes,Yes,1800,1500,5000,10,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_XMD7QC,Ghana,59,Yes,No,No,Yes,Don't know,200,2000,2500,16,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,,Yes,Never had,Never had,Used to have but don’t have now,,2,Never had,Have now,Never had,Never had
ID_1OR4SD,Kenya,45,Yes,No,No,No,Don't know,750000,62500,9000000,20,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,Yes,Never had,Never had,Never had,No,,,,,
ID_L5NKDI,DRC,99,Yes,Yes,Don’t know,Don't know,Don't know,97,100,3000,3,Never had,Have now,Yes,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_VZOFV1,Uganda,30,Yes,No,No,Yes,Yes,200,960,2400,3,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,,,,,,No,0,Never had,Have now,,
ID_1QJD5L,Kenya,78,Don’t know or N/A,Yes,Refused,Don't know,Yes,180000,35000,15000000,40,,Never had,No,No,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Have now,No,,,,,
ID_PRCJIW,Ghana,55,Yes,No,No,No,Yes,2000,800,1500,10,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,Yes,Never had,Never had,Never had,,10,Never had,Never had,Have now,Never had
ID_CVTFHA,DRC,39,Yes,No,No,No,Yes,2500,1000,500,7,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_2KON8U,Kenya,35,Don’t know or N/A,Yes,No,No,No,120000,120000,200000,12,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,No,Yes,Never had,Never had,Used to have but don't have now,No,,,,Never had,Never had
ID_AH35QR,DRC,38,Yes,Yes,No,Don't know,Yes,200,40,250,2,Never had,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Have now,Used to have but don't have now
ID_3MWAZV,Kenya,28,No,Yes,No,Don't know,Don't know,20000,280000,300000,6,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_6RL0NW,Ghana,50,Yes,No,No,Yes,Yes,1500,100,700,4,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_ZVGIMR,DRC,28,No,No,No,No,Yes,12600,250,5600,0,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_1P5EI7,Ghana,58,Yes,No,Yes,No,Yes,4000,,4000,15,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,Yes,Never had,Never had,Used to have but don’t have now,,7,Used to have but don’t have now,Have now,Used to have but don’t have now,Never had
ID_FLML0X,Uganda,57,Don’t know or N/A,No,No,Yes,Yes,150,540,1080,3,Never had,,Yes,No,Female,No,Yes,Never had,No,Yes,Yes,No,,,,,,No,0,Never had,Never had,,
ID_F93Z9Q,Uganda,23,No,No,No,No,Yes,15,240,480,7,Never had,Have now,,Yes,Female,No,No,Never had,No,No,Yes,No,,,,,,No,0,Never had,Have now,,
ID_KYB8VO,Kenya,37,Yes,Yes,No,No,Don't know,25000,60000,300000,6,,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_F5RXE7,Kenya,25,Yes,No,No,Don't know,Yes,791000,450000,9500000,3,,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,Yes,Never had,Never had,Have now,No,,,,,
ID_I79XYT,Kenya,32,No,No,No,Yes,Yes,60000,27000,30000,,,Never had,No,No,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Don't know,Don't know,No,4,,,Never had,Never had
ID_N9JI7O,DRC,48,No,No,No,No,No,300,100,550,2,Never had,,Yes,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_K5WWCG,Uganda,36,No,No,No,No,Yes,120,840,2040,0,Never had,,,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,3,Never had,Have now,,
ID_XL7VSK,DRC,68,Yes,No,No,Don't know,Yes,5400,26,450,5,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Never had,,,,,Never had,Used to have but don't have now
ID_EW2T5Z,Uganda,52,Yes,Yes,No,No,Yes,200,1440,2400,10,Never had,,,Yes,Male,No,No,Never had,No,Yes,Yes,No,,,,,,No,0,Never had,Have now,,
ID_8L0UW6,DRC,43,No,No,No,Don't know,Yes,3400,97,300,8,Never had,Have now,,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_DQS0IJ,Kenya,44,Yes,No,No,Don't know,Don't know,57000,90000,250000,7,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Used to have but don't have now,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,Yes,,,,Have now,Never had
ID_DS83GY,Ghana,47,No,Yes,No,No,Yes,800,1500,2250,4,Never had,Used to have but don’t have now,Yes,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,6,Never had,Have now,Never had,Never had
ID_14JPON,Kenya,22,Don’t know or N/A,Yes,No,Don't know,Yes,80000,15000,5000,1,,Used to have but don't have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,Used to have but don't have now,Never had
ID_CQLA6M,DRC,46,No,Yes,No,Yes,Yes,3000,6200,10000,2,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,Yes,,,,Never had,Never had
ID_S52SQ3,Ghana,37,Yes,Yes,No,No,Yes,1500,1500,2500,4,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Used to have but don’t have now,,2,Never had,Never had,Never had,Used to have but don’t have now
ID_ZQRSJZ,DRC,63,Yes,Yes,No,Don't know,Don't know,500,120,440,2,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_53K9OM,Ghana,70,Yes,No,No,No,Yes,1300,800,25200,15,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Have now,"Yes, sometimes",Don't Know,No,No,Yes,Yes,Never had,Never had,Have now,,11,Never had,Have now,Never had,Used to have but don’t have now
ID_L0O7DS,Uganda,35,Yes,No,No,No,Yes,416,,,10,Never had,Have now,,No,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_G2AHN1,DRC,43,Yes,Don’t know or N/A,Don’t know,Don't know,Yes,97,97,500,8,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_J8IJUM,Kenya,38,Yes,No,No,Yes,No,700000,150000,8400000,8,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,No,Yes,Never had,Never had,Never had,Yes,,,,,
ID_CVCJWT,Ghana,48,Yes,No,Yes,No,Yes,15000,400,7000,3,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Have now,Never had,Have now,,5,Never had,Have now,Used to have but don’t have now,Never had
ID_U9M305,DRC,53,No,Yes,No,Yes,Yes,12000,8500,11000,2,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_5KNORT,DRC,67,Yes,No,No,Don't know,Yes,5000,1500,3300,10,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Have now
ID_V7K56O,Uganda,39,Yes,No,No,No,No,260,1200,2400,4,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_2GKQRA,Ghana,49,Yes,No,Yes,No,No,200000,60000,120000,11,Have now,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Have now,Have now,,3,Have now,Have now,Never had,Never had
ID_2C9ROS,Ghana,50,No,Yes,No,Yes,Yes,700,600,1000,2,Never had,Have now,0,Yes,Female,No,No,Never had,No,Yes,Yes,No,,Yes,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_QANNS5,Kenya,24,Don’t know or N/A,Yes,No,Don't know,Yes,141600,30000,1700000,,,Never had,No,No,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,No,No,Yes,No,Never had,Never had,Never had,No,2,,,,
ID_QDB2PC,Kenya,28,Don’t know or N/A,No,No,No,No,500000,53000,120000,4,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,Used to have but don't have now,Never had
ID_C55C5M,Kenya,38,Don’t know or N/A,Yes,No,No,No,700000,40000,8400000,9,,Have now,No,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,No,Have now,Never had,Used to have but don't have now,Yes,,,,,
ID_36XLBH,Uganda,42,Yes,No,No,No,Yes,1200,,,4,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,,,,,,No,0,Never had,Never had,,
ID_GMFFOH,Ghana,52,Yes,No,No,No,No,6000,12000,18000,3,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Have now,Never had,Never had
ID_BVHUAZ,Ghana,38,Yes,No,No,No,Yes,1500,36000,48000,1,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Have now,Never had,Never had
ID_NPSV8D,Ghana,40,Yes,No,No,No,Yes,41100,30500,493200,1,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Yes,Yes,Have now,Never had,Never had,,5,Never had,Have now,Have now,Never had
ID_1DNP7W,Kenya,45,Don’t know or N/A,Yes,No,Don't know,Don't know,70000,230000,300000,1,,Never had,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,,,,Have now,Never had
ID_4AY94E,Kenya,44,No,No,Don’t know,Don't know,No,120000,20000,45000,2,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Have now,Yes,Yes,No,No,Yes,No,Don't know,Never had,Never had,No,,,,Never had,Never had
ID_P0TVHH,Ghana,40,No,No,Yes,Yes,Yes,4000,8300,12000,1,Never had,Never had,0,Yes,Female,"Yes, always",Yes,Never had,No,Yes,Yes,No,,,Have now,Never had,Never had,,1,Never had,Have now,Never had,Never had
ID_BRU2QL,DRC,41,Yes,No,No,No,Yes,6000,4500,8000,20,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Used to have but don't have now,Never had
ID_39VEL0,DRC,62,Don’t know or N/A,Yes,No,Yes,Yes,600,140,200,1,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_9XQVDW,Uganda,28,Yes,Yes,No,Don't know,Yes,30,180,360,2,Never had,,,No,Male,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_G24479,Ghana,50,Yes,Yes,No,No,No,200,430,800,0,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,No,No,,Yes,Never had,Never had,Never had,,6,Never had,Never had,Never had,Have now
ID_B3Z30Z,DRC,43,Yes,No,No,Don't know,Don't know,1800,1500,300,3,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Never had,Used to have but don't have now
ID_ENVGUA,Kenya,33,No,No,No,Don't know,No,500000,200000,6000000,2,,Have now,No,Yes,Female,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,No,Yes,Never had,Have now,Have now,No,,,,,
ID_1Q1PAB,Uganda,33,Yes,Don’t know or N/A,Don’t know,Yes,No,500,3600,9600,5,Have now,Have now,,Yes,Female,No,Yes,Don't know,"Yes, always",Yes,Yes,No,,,,,,No,0,Never had,Used to have but don't have now,,
ID_N4LL1W,Kenya,39,No,No,No,Yes,Yes,800000,200000,500000,5,,Never had,No,No,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,No,Never had,Never had,Never had,Yes,,,,,
ID_0YEH8U,Ghana,56,Yes,No,No,Yes,Yes,1100,400,500,36,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,,,Never had,Never had,Used to have but don’t have now,,2,Never had,Never had,Never had,Have now
ID_9F42J0,Uganda,46,No,No,No,No,No,150,28800,25200,9,Never had,,,No,Female,No,No,Never had,"Yes, always",No,Yes,Yes,,,,,,Yes,0,Never had,Never had,,
ID_VIHY40,Uganda,38,Yes,Yes,Don’t know,Don't know,No,500,960,2500,7,Never had,,,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Yes,No,,,,,,No,0,Never had,Never had,,
ID_VXO3PE,DRC,38,Yes,Yes,No,No,Yes,250,7000,5000,4,Never had,,,,,,,,,,,,Yes,Yes,,,,,,,,Never had,Never had
ID_5GO04S,Kenya,32,Don’t know or N/A,No,No,No,No,120000,6000,10000,12,,Have now,No,Yes,Male,No,No,Never had,No,Yes,No,No,No,No,Never had,Never had,Used to have but don't have now,Yes,,,,,
ID_LRDMZV,DRC,30,Yes,Yes,No,Yes,Yes,500,1000,2000,0,Never had,Have now,,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Used to have but don't have now,Have now
ID_TS5741,Uganda,32,Don’t know or N/A,Yes,No,Don't know,Don't know,50,360,576,5,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know,Yes,No,,,,,,No,0,Never had,Have now,,
ID_0R2E4U,Kenya,45,Yes,No,No,No,Yes,250000,100000,150000,12,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Have now,Yes,Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,Yes,,,,Never had,Have now
ID_8NOZEM,Ghana,38,Yes,Yes,No,Yes,Yes,3000,25000,40000,1,Never had,Never had,Yes,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,8,Never had,Never had,Used to have but don’t have now,Never had
ID_CFU9NL,Kenya,39,Don’t know or N/A,No,No,No,Yes,120000,18200,25000,2,Never had,Never had,No,Yes,Female,No,No,Never had,Yes,No,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,,Used to have but don't have now,Never had,,
ID_BU1IAD,Kenya,49,No,No,No,No,Yes,250000,50000,1800000,11,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_KAR9OW,Kenya,27,No,Yes,No,Yes,Yes,3000,4000,7000,6,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,No,No,No,No,Never had,Never had,Never had,No,,,,,
ID_4STJQE,Uganda,38,Yes,No,No,No,Yes,400,1680,19200,3,Never had,,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,,,,,,Yes,3,Never had,Never had,,
ID_1U9C24,DRC,22,Yes,Yes,No,No,Yes,1400,500,2100,3,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_7ZEOQG,Ghana,43,No,No,No,No,Yes,2000,5000,10000,2,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Don't Know,No,Yes,Yes,Never had,Have now,Have now,,6,Never had,Have now,Never had,Never had
ID_YC5UB6,Uganda,47,Yes,No,No,No,Don't know,200,33600,21600,3,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,4,Never had,Never had,,
ID_0ROCMQ,Kenya,39,Yes,No,No,No,Yes,700000,4000000,6205000,2,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_0F72VE,DRC,60,Yes,Yes,No,Don't know,Yes,500,130,500,4,Never had,Have now,,,,,,,,,,,No,,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_TP3174,Ghana,37,Yes,No,No,No,Yes,2000,6000,12000,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Used to have but don’t have now,Have now,Never had,,3,Never had,Have now,Have now,Never had
ID_2TKXZ0,Uganda,35,No,Yes,No,No,Yes,100,1080,7200,7,Never had,,,Yes,Male,"Yes, always",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,0,Never had,Have now,,
ID_2BVS3K,Ghana,80,Yes,No,Yes,Yes,No,25000,1500000,3500000,45,Have now,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,,,Never had,Have now,Never had,,8,Never had,Never had,Never had,Never had
ID_MHWWQX,Uganda,52,Yes,Yes,No,Don't know,Don't know,350,2400,1800,28,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_QMRPOQ,Uganda,35,Yes,Yes,No,No,Yes,50,240,360,7,Never had,,Yes,No,Female,"Yes, sometimes",No,Never had,No,No,No,No,,,,,,No,8,Never had,Never had,,
ID_R7GYSI,Uganda,52,Yes,Yes,No,Don't know,No,30,,,3,Never had,,,Yes,Female,No,No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,6,Never had,Never had,,
ID_QW20X3,DRC,45,No,No,No,No,Yes,97,97,97,6,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_KYZEBN,Uganda,30,Don’t know or N/A,No,No,Don't know,Don't know,70,840,1200,4,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,Yes,0,Never had,Never had,,
ID_KBF2E6,Ghana,40,Yes,Yes,No,Yes,Yes,800,500,2500,10,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,No,No,,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_Q1XBO3,Uganda,48,Yes,Yes,No,Yes,Yes,20,3600,1440,1,Never had,,,Yes,Female,No,No,Never had,No,Don't know,Yes,No,,,,,,Yes,2,Never had,Never had,,
ID_F3KWBN,Ghana,24,Yes,No,No,No,No,4800,4000,7000,1,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,,Yes,Never had,Have now,Have now,,5,Never had,Never had,Used to have but don’t have now,Never had
ID_ONXD70,Ghana,29,No,No,No,Yes,Yes,1000,1000,1500,3,Never had,Never had,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,No,No,,Yes,Never had,Never had,Never had,,2,Never had,Have now,Never had,Never had
ID_X08DW5,DRC,47,Yes,No,Yes,Yes,No,97,15000,25000,10,Never had,Have now,,,,,,,,,,,Yes,Yes,Have now,Have now,Don't know,,,,,Used to have but don't have now,Used to have but don't have now
ID_ZNKQWQ,DRC,37,Yes,No,No,Yes,Yes,4500,1000,4500,0,Never had,,Yes,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_GQHIOD,Uganda,62,Yes,Yes,No,No,No,150,600,1200,20,Never had,,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,,,,,,No,3,Never had,Never had,,
ID_TLOM34,Ghana,53,No,Yes,Yes,No,No,20000,15000,20000,22,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Have now,Have now,Have now,,7,Never had,Have now,Never had,Never had
ID_EZXLEA,Kenya,32,No,Yes,No,No,Yes,70000,150000,210000,9,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_KO48DH,Kenya,31,Don’t know or N/A,Yes,No,No,Yes,600000,360000,600000,7,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,Have now,Never had
ID_F21ZZS,Kenya,23,Yes,Yes,No,Yes,Yes,40000,17000,2500,,,Have now,No,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,Yes,No,Never had,Never had,Never had,No,4,,,,
ID_T49LNY,Ghana,42,No,Yes,No,No,Yes,1000,1000,1250,3,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_2AN417,Ghana,35,Yes,No,No,Yes,Yes,400,800,1500,3,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Yes,Yes,Never had,Never had,Never had,,4,Never had,Never had,Never had,Never had
ID_HB7ZHE,Ghana,58,Yes,No,No,No,Yes,2000,1500,3000,18,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,No,No,Yes,Yes,Never had,Never had,Never had,,10,Never had,Never had,Used to have but don’t have now,Used to have but don’t have now
ID_G0L3RT,Ghana,50,Yes,No,No,No,Yes,3000,1000,2000,8,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,9,Never had,Never had,Never had,Used to have but don’t have now
